frame,cell_x,cell_y,density,avg_velocity,congestion,turbulence
10,0,0,0,0.0,0.0,0.0
10,1,0,0,0.0,0.0,0.0
10,2,0,0,0.0,0.0,0.0
10,3,0,0,0.0,0.0,0.0
10,4,0,0,0.0,0.0,0.0
10,0,1,0,0.0,0.0,0.0
10,1,1,0,0.0,0.0,0.0
10,2,1,0,0.0,0.0,0.0
10,3,1,0,0.0,0.0,0.0
10,4,1,0,0.0,0.0,0.0
10,0,2,0,0.0,0.0,0.0
10,1,2,2,0.8599094525612795,2.3257992292684837,0.10452499999999348
10,2,2,1,1.1162773304039662,0.8958267040781662,0.0
10,3,2,0,0.0,0.0,0.0
10,4,2,0,0.0,0.0,0.0
10,0,3,2,0.8911052479802071,2.2443786081914547,0.5989000000000023
10,1,3,2,0.5368656302242589,3.725257559492089,0.2872999999999836
10,2,3,2,0.7722346023403373,2.5898529998641244,0.5941249999999738
10,3,3,1,0.4866161362625009,2.0549656614838496,0.0
10,4,3,0,0.0,0.0,0.0
10,0,4,0,0.0,0.0,0.0
10,1,4,2,0.14180862380535542,14.1025201509851,0.013325000000004743
10,2,4,0,0.0,0.0,0.0
10,3,4,0,0.0,0.0,0.0
10,4,4,0,0.0,0.0,0.0
12,0,0,0,0.0,0.0,0.0
12,1,0,0,0.0,0.0,0.0
12,2,0,0,0.0,0.0,0.0
12,3,0,0,0.0,0.0,0.0
12,4,0,0,0.0,0.0,0.0
12,0,1,0,0.0,0.0,0.0
12,1,1,0,0.0,0.0,0.0
12,2,1,0,0.0,0.0,0.0
12,3,1,0,0.0,0.0,0.0
12,4,1,0,0.0,0.0,0.0
12,0,2,0,0.0,0.0,0.0
12,1,2,2,1.3106647988026157,1.5259315291841473,0.20290000000001568
12,2,2,1,1.4123951651709936,0.7080121374938008,0.0
12,3,2,0,0.0,0.0,0.0
12,4,2,0,0.0,0.0,0.0
12,0,3,2,0.8503860326779801,2.3518454027846354,0.16092500000001508
12,1,3,2,1.042345358343595,1.9187314422004758,0.7759250000000191
12,2,3,2,0.912959181723682,2.190654449281638,0.7562499999999531
12,3,3,1,0.9300444614423627,1.075205852406926,0.0
12,4,3,0,0.0,0.0,0.0
12,0,4,0,0.0,0.0,0.0
12,1,4,2,0.28014553110197726,7.138891715373613,0.07842500000000056
12,2,4,0,0.0,0.0,0.0
12,3,4,0,0.0,0.0,0.0
12,4,4,0,0.0,0.0,0.0
14,0,0,0,0.0,0.0,0.0
14,1,0,0,0.0,0.0,0.0
14,2,0,0,0.0,0.0,0.0
14,3,0,0,0.0,0.0,0.0
14,4,0,0,0.0,0.0,0.0
14,0,1,0,0.0,0.0,0.0
14,1,1,0,0.0,0.0,0.0
14,2,1,0,0.0,0.0,0.0
14,3,1,0,0.0,0.0,0.0
14,4,1,0,0.0,0.0,0.0
14,0,2,0,0.0,0.0,0.0
14,1,2,2,1.7061834650552765,1.1722000118756783,0.904625000000018
14,2,2,1,2.5645990828925327,0.38992297370799883,0.0
14,3,2,0,0.0,0.0,0.0
14,4,2,0,0.0,0.0,0.0
14,0,3,2,1.2188019499233862,1.6409422307729413,0.9348999999999809
14,1,3,2,1.673953792034725,1.1947689726125879,1.682500000000073
14,2,3,2,1.4920014039718004,1.3404723279432793,2.221524999999903
14,3,3,1,0.5913484641942958,1.6910217077258942,0.0
14,4,3,0,0.0,0.0,0.0
14,0,4,0,0.0,0.0,0.0
14,1,4,2,0.22005680290992752,9.088149478040958,0.03092499999999718
14,2,4,0,0.0,0.0,0.0
14,3,4,0,0.0,0.0,0.0
14,4,4,0,0.0,0.0,0.0
16,0,0,0,0.0,0.0,0.0
16,1,0,0,0.0,0.0,0.0
16,2,0,0,0.0,0.0,0.0
16,3,0,0,0.0,0.0,0.0
16,4,0,0,0.0,0.0,0.0
16,0,1,0,0.0,0.0,0.0
16,1,1,0,0.0,0.0,0.0
16,2,1,0,0.0,0.0,0.0
16,3,1,0,0.0,0.0,0.0
16,4,1,0,0.0,0.0,0.0
16,0,2,0,0.0,0.0,0.0
16,1,2,2,1.3247880594541934,1.509664047080492,0.6577249999999928
16,2,2,1,2.885105461243506,0.3466065789855747,0.0
16,3,2,0,0.0,0.0,0.0
16,4,2,0,0.0,0.0,0.0
16,0,3,2,0.2709584763211884,7.380932376906197,0.06062499999999828
16,1,3,2,0.7779564535845537,2.5708049373913386,0.5575250000000704
16,2,3,2,1.3621323427953056,1.4682753315602257,0.2320000000000259
16,3,3,1,0.2927426959392011,3.4158524033120434,0.0
16,4,3,0,0.0,0.0,0.0
16,0,4,0,0.0,0.0,0.0
16,1,4,2,0.2718439205389404,7.356892245788008,0.05282500000000536
16,2,4,0,0.0,0.0,0.0
16,3,4,0,0.0,0.0,0.0
16,4,4,0,0.0,0.0,0.0
18,0,0,0,0.0,0.0,0.0
18,1,0,0,0.0,0.0,0.0
18,2,0,0,0.0,0.0,0.0
18,3,0,0,0.0,0.0,0.0
18,4,0,0,0.0,0.0,0.0
18,0,1,0,0.0,0.0,0.0
18,1,1,0,0.0,0.0,0.0
18,2,1,0,0.0,0.0,0.0
18,3,1,0,0.0,0.0,0.0
18,4,1,0,0.0,0.0,0.0
18,0,2,0,0.0,0.0,0.0
18,1,2,2,0.6873583490332018,2.909648084339412,0.2884500000000061
18,2,2,1,4.306939633146128,0.23218288700291184,0.0
