frame,cell_x,cell_y,density,avg_velocity,congestion,turbulence
10,0,0,0,0.0,0.0,0.0
10,1,0,0,0.0,0.0,0.0
10,2,0,0,0.0,0.0,0.0
10,3,0,0,0.0,0.0,0.0
10,4,0,0,0.0,0.0,0.0
10,0,1,1,1.963650396877407,0.5092530264348102,0.0
10,1,1,1,0.27892372438239144,3.5850810159803252,0.0
10,2,1,0,0.0,0.0,0.0
10,3,1,0,0.0,0.0,0.0
10,4,1,0,0.0,0.0,0.0
10,0,2,0,0.0,0.0,0.0
10,1,2,2,2.700718763116007,0.7405408596798404,0.11560000000000233
10,2,2,1,2.681707696255759,0.3728953280191311,0.0
10,3,2,1,1.1610654755026837,0.8612704523511302,0.0
10,4,2,0,0.0,0.0,0.0
10,0,3,1,2.397015870978671,0.4171836491659201,0.0
10,1,3,0,0.0,0.0,0.0
10,2,3,0,0.0,0.0,0.0
10,3,3,0,0.0,0.0,0.0
10,4,3,0,0.0,0.0,0.0
10,0,4,0,0.0,0.0,0.0
10,1,4,0,0.0,0.0,0.0
10,2,4,0,0.0,0.0,0.0
10,3,4,0,0.0,0.0,0.0
10,4,4,0,0.0,0.0,0.0
12,0,0,0,0.0,0.0,0.0
12,1,0,0,0.0,0.0,0.0
12,2,0,0,0.0,0.0,0.0
12,3,0,0,0.0,0.0,0.0
12,4,0,0,0.0,0.0,0.0
12,0,1,1,1.6704323371023357,0.5986438309116786,0.0
12,1,1,1,0.9113634775703743,1.0972450094399222,0.0
12,2,1,1,5.668496922433665,0.17641329783728468,0.0
12,3,1,0,0.0,0.0,0.0
12,4,1,0,0.0,0.0,0.0
12,0,2,0,0.0,0.0,0.0
12,1,2,2,2.7412225959348637,0.7295987954345495,3.268249999999932
12,2,2,1,5.254136263771799,0.1903258778491121,0.0
12,3,2,1,2.2250395464991994,0.4494281943399231,0.0
12,4,2,0,0.0,0.0,0.0
12,0,3,1,1.2748597940509023,0.7843938296023919,0.0
12,1,3,0,0.0,0.0,0.0
12,2,3,0,0.0,0.0,0.0
12,3,3,0,0.0,0.0,0.0
12,4,3,0,0.0,0.0,0.0
12,0,4,0,0.0,0.0,0.0
12,1,4,0,0.0,0.0,0.0
12,2,4,0,0.0,0.0,0.0
12,3,4,0,0.0,0.0,0.0
12,4,4,0,0.0,0.0,0.0
14,0,0,0,0.0,0.0,0.0
14,1,0,0,0.0,0.0,0.0
14,2,0,0,0.0,0.0,0.0
14,3,0,0,0.0,0.0,0.0
14,4,0,0,0.0,0.0,0.0
14,0,1,1,1.7017761541603544,0.5876178963821637,0.0
14,1,1,1,1.5937845515508247,0.6274334411715492,0.0
14,2,1,1,10.77499781795016,0.09280735725630687,0.0
14,3,1,0,0.0,0.0,0.0
14,4,1,0,0.0,0.0,0.0
14,0,2,0,0.0,0.0,0.0
14,1,2,2,3.055346626549894,0.6545880708722367,7.181725000000013
14,2,2,1,4.663181863548099,0.21444539046676211,0.0
14,3,2,1,2.4509752862488057,0.4079991853115056,0.0
14,4,2,0,0.0,0.0,0.0
14,0,3,1,1.899507261655624,0.5264495459906469,0.0
14,1,3,0,0.0,0.0,0.0
14,2,3,0,0.0,0.0,0.0
14,3,3,0,0.0,0.0,0.0
14,4,3,0,0.0,0.0,0.0
14,0,4,0,0.0,0.0,0.0
14,1,4,0,0.0,0.0,0.0
14,2,4,0,0.0,0.0,0.0
14,3,4,0,0.0,0.0,0.0
14,4,4,0,0.0,0.0,0.0
16,0,0,0,0.0,0.0,0.0
16,1,0,0,0.0,0.0,0.0
16,2,0,0,0.0,0.0,0.0
16,3,0,0,0.0,0.0,0.0
16,4,0,0,0.0,0.0,0.0
16,0,1,1,2.169310001224283,0.4609739454924296,0.0
16,1,1,1,1.5730704080690208,0.6356954131972914,0.0
16,2,1,1,10.260019231443033,0.09746560925337187,0.0
16,3,1,0,0.0,0.0,0.0
16,4,1,0,0.0,0.0,0.0
16,0,2,0,0.0,0.0,0.0
16,1,2,2,2.7022036184358913,0.7401339355093806,3.9538000000000295
16,2,2,1,5.266340789421072,0.18988480638410524,0.0
16,3,2,1,4.741450239193132,0.21090549104133643,0.0
16,4,2,0,0.0,0.0,0.0
16,0,3,1,3.8782340291055304,0.25784865328101536,0.0
16,1,3,0,0.0,0.0,0.0
16,2,3,0,0.0,0.0,0.0
16,3,3,1,1.72983818691157,0.578085410943128,0.0
16,4,3,0,0.0,0.0,0.0
16,0,4,0,0.0,0.0,0.0
16,1,4,0,0.0,0.0,0.0
16,2,4,0,0.0,0.0,0.0
16,3,4,0,0.0,0.0,0.0
16,4,4,0,0.0,0.0,0.0
18,0,0,0,0.0,0.0,0.0
18,1,0,0,0.0,0.0,0.0
18,2,0,0,0.0,0.0,0.0
18,3,0,0,0.0,0.0,0.0
18,4,0,0,0.0,0.0,0.0
18,0,1,1,4.123064394973711,0.24253746214695118,0.0
18,1,1,1,1.3634011964780153,0.7334544432253566,0.0
18,2,1,1,7.4726021705127295,0.13382201259501275,0.0
18,3,1,0,0.0,0.0,0.0
18,4,1,0,0.0,0.0,0.0
18,0,2,0,0.0,0.0,0.0
18,1,2,2,2.5336033172171004,0.7893864412572568,3.063125000000039
18,2,2,1,3.3872954585394877,0.2952199062765282,0.0
18,3,2,1,4.033977508474943,0.24789367788053762,0.0
18,4,2,0,0.0,0.0,0.0
