frame,cell_x,cell_y,density,avg_velocity,congestion,turbulence,flow_conflict
8,0,0,0,0.0,0.0,0.0,0.0
8,1,0,0,0.0,0.0,0.0,0.0
8,2,0,0,0.0,0.0,0.0,0.0
8,3,0,0,0.0,0.0,0.0,0.0
8,4,0,0,0.0,0.0,0.0,0.0
8,0,1,0,0.0,0.0,0.0,0.0
8,1,1,0,0.0,0.0,0.0,0.0
8,2,1,0,0.0,0.0,0.0,0.0
8,3,1,0,0.0,0.0,0.0,0.0
8,4,1,0,0.0,0.0,0.0,0.0
8,0,2,2,0.33100643182317363,6.041996129873046,0.00512499999999977,0.5053021752149685
8,1,2,0,0.0,0.0,0.0,0.0
8,2,2,1,1.5044449915762994,0.6646925335747302,0.0,0.0
8,3,2,0,0.0,0.0,0.0,0.0
8,4,2,1,0.44921705673381623,2.2260457935696807,0.0,0.0
8,0,3,0,0.0,0.0,0.0,0.0
8,1,3,0,0.0,0.0,0.0,0.0
8,2,3,0,0.0,0.0,0.0,0.0
8,3,3,0,0.0,0.0,0.0,0.0
8,4,3,0,0.0,0.0,0.0,0.0
8,0,4,0,0.0,0.0,0.0,0.0
8,1,4,0,0.0,0.0,0.0,0.0
8,2,4,0,0.0,0.0,0.0,0.0
8,3,4,0,0.0,0.0,0.0,0.0
8,4,4,0,0.0,0.0,0.0,0.0
10,0,0,0,0.0,0.0,0.0,0.0
10,1,0,0,0.0,0.0,0.0,0.0
10,2,0,0,0.0,0.0,0.0,0.0
10,3,0,0,0.0,0.0,0.0,0.0
10,4,0,0,0.0,0.0,0.0,0.0
10,0,1,0,0.0,0.0,0.0,0.0
10,1,1,0,0.0,0.0,0.0,0.0
10,2,1,0,0.0,0.0,0.0,0.0
10,3,1,0,0.0,0.0,0.0,0.0
10,4,1,0,0.0,0.0,0.0,0.0
10,0,2,2,0.5583205986548212,3.5821070971545796,0.0036250000000002305,0.5001679979852534
10,1,2,0,0.0,0.0,0.0,0.0
10,2,2,1,2.435052650309404,0.41066705198444814,0.0,0.0
10,3,2,0,0.0,0.0,0.0,0.0
10,4,2,1,0.4627047850024453,2.1611585201339856,0.0,0.0
10,0,3,0,0.0,0.0,0.0,0.0
10,1,3,0,0.0,0.0,0.0,0.0
10,2,3,0,0.0,0.0,0.0,0.0
10,3,3,0,0.0,0.0,0.0,0.0
10,4,3,0,0.0,0.0,0.0,0.0
10,0,4,0,0.0,0.0,0.0,0.0
10,1,4,0,0.0,0.0,0.0,0.0
10,2,4,0,0.0,0.0,0.0,0.0
10,3,4,0,0.0,0.0,0.0,0.0
10,4,4,0,0.0,0.0,0.0,0.0
12,0,0,0,0.0,0.0,0.0,0.0
12,1,0,0,0.0,0.0,0.0,0.0
12,2,0,0,0.0,0.0,0.0,0.0
12,3,0,0,0.0,0.0,0.0,0.0
12,4,0,0,0.0,0.0,0.0,0.0
12,0,1,0,0.0,0.0,0.0,0.0
12,1,1,0,0.0,0.0,0.0,0.0
12,2,1,0,0.0,0.0,0.0,0.0
12,3,1,0,0.0,0.0,0.0,0.0
12,4,1,0,0.0,0.0,0.0,0.0
12,0,2,2,0.7019111555185705,2.8493228680683163,0.04824999999999621,0.5175082561331272
12,1,2,0,0.0,0.0,0.0,0.0
12,2,2,1,4.038338004042317,0.24762600919955816,0.0,0.0
12,3,2,0,0.0,0.0,0.0,0.0
12,4,2,1,1.1000344532618398,0.9090541723425911,0.0,0.0
12,0,3,0,0.0,0.0,0.0,0.0
12,1,3,0,0.0,0.0,0.0,0.0
12,2,3,0,0.0,0.0,0.0,0.0
12,3,3,0,0.0,0.0,0.0,0.0
12,4,3,0,0.0,0.0,0.0,0.0
12,0,4,0,0.0,0.0,0.0,0.0
12,1,4,0,0.0,0.0,0.0,0.0
12,2,4,0,0.0,0.0,0.0,0.0
12,3,4,0,0.0,0.0,0.0,0.0
12,4,4,0,0.0,0.0,0.0,0.0
14,0,0,0,0.0,0.0,0.0,0.0
14,1,0,0,0.0,0.0,0.0,0.0
14,2,0,0,0.0,0.0,0.0,0.0
14,3,0,0,0.0,0.0,0.0,0.0
14,4,0,0,0.0,0.0,0.0,0.0
14,0,1,0,0.0,0.0,0.0,0.0
14,1,1,0,0.0,0.0,0.0,0.0
14,2,1,0,0.0,0.0,0.0,0.0
14,3,1,0,0.0,0.0,0.0,0.0
14,4,1,0,0.0,0.0,0.0,0.0
14,0,2,2,0.7504665756572247,2.66497325149491,0.05785000000000605,0.5220740831429813
14,1,2,0,0.0,0.0,0.0,0.0
14,2,2,1,3.8977809256752933,0.25655557700975196,0.0,0.0
14,3,2,0,0.0,0.0,0.0,0.0
14,4,2,1,0.9924617374465945,1.0075853671891697,0.0,0.0
14,0,3,0,0.0,0.0,0.0,0.0
14,1,3,0,0.0,0.0,0.0,0.0
14,2,3,0,0.0,0.0,0.0,0.0
14,3,3,0,0.0,0.0,0.0,0.0
14,4,3,0,0.0,0.0,0.0,0.0
14,0,4,0,0.0,0.0,0.0,0.0
14,1,4,0,0.0,0.0,0.0,0.0
14,2,4,0,0.0,0.0,0.0,0.0
14,3,4,0,0.0,0.0,0.0,0.0
14,4,4,0,0.0,0.0,0.0,0.0
16,0,0,0,0.0,0.0,0.0,0.0
16,1,0,0,0.0,0.0,0.0,0.0
16,2,0,0,0.0,0.0,0.0,0.0
16,3,0,0,0.0,0.0,0.0,0.0
16,4,0,0,0.0,0.0,0.0,0.0
16,0,1,0,0.0,0.0,0.0,0.0
16,1,1,0,0.0,0.0,0.0,0.0
16,2,1,0,0.0,0.0,0.0,0.0
16,3,1,0,0.0,0.0,0.0,0.0
16,4,1,0,0.0,0.0,0.0,0.0
16,0,2,2,0.9044189023660073,2.211340211229377,0.017649999999998382,0.501162325339485
16,1,2,1,0.22825196169065737,4.380931420168941,0.0,0.0
16,2,2,1,2.9807922263494517,0.33548015737517967,0.0,0.0
16,3,2,0,0.0,0.0,0.0,0.0
16,4,2,1,0.5664746967837445,1.7652727526049128,0.0,0.0
16,0,3,0,0.0,0.0,0.0,0.0
16,1,3,0,0.0,0.0,0.0,0.0
16,2,3,0,0.0,0.0,0.0,0.0
16,3,3,0,0.0,0.0,0.0,0.0
16,4,3,0,0.0,0.0,0.0,0.0
16,0,4,0,0.0,0.0,0.0,0.0
16,1,4,0,0.0,0.0,0.0,0.0
16,2,4,0,0.0,0.0,0.0,0.0
16,3,4,0,0.0,0.0,0.0,0.0
16,4,4,0,0.0,0.0,0.0,0.0
18,0,0,0,0.0,0.0,0.0,0.0
18,1,0,0,0.0,0.0,0.0,0.0
18,2,0,0,0.0,0.0,0.0,0.0
18,3,0,0,0.0,0.0,0.0,0.0
18,4,0,0,0.0,0.0,0.0,0.0
18,0,1,0,0.0,0.0,0.0,0.0
18,1,1,0,0.0,0.0,0.0,0.0
18,2,1,0,0.0,0.0,0.0,0.0
18,3,1,0,0.0,0.0,0.0,0.0
18,4,1,0,0.0,0.0,0.0,0.0
18,0,2,2,1.064575925131307,1.8786647021970708,0.027400000000000747,0.50187297917057
18,1,2,1,0.20808443962245107,4.8055104298525,0.0,0.0
18,2,2,1,1.4085667604324958,0.7099364607527355,0.0,0.0
18,3,2,0,0.0,0.0,0.0,0.0
18,4,2,1,0.40360468536535393,2.4776105435677973,0.0,0.0
18,0,3,0,0.0,0.0,0.0,0.0
18,1,3,0,0.0,0.0,0.0,0.0
18,2,3,0,0.0,0.0,0.0,0.0
18,3,3,0,0.0,0.0,0.0,0.0
18,4,3,0,0.0,0.0,0.0,0.0
18,0,4,0,0.0,0.0,0.0,0.0
18,1,4,0,0.0,0.0,0.0,0.0
18,2,4,0,0.0,0.0,0.0,0.0
18,3,4,0,0.0,0.0,0.0,0.0
18,4,4,0,0.0,0.0,0.0,0.0
