frame,cell_x,cell_y,density,avg_velocity,congestion,turbulence,flow_conflict
8,0,0,0,0.0,0.0,0.0,0.0
8,1,0,1,1.837398290794029,0.5442448502111927,0.0,0.0
8,2,0,1,0.25079621611752645,3.9871420074030595,0.0,0.0
8,3,0,3,1.2465878098790342,2.4065500325972096,1.8814888888888772,0.8810566036157964
8,4,0,0,0.0,0.0,0.0,0.0
8,0,1,0,0.0,0.0,0.0,0.0
8,1,1,2,0.6304069251620575,3.1725036561889133,0.1646500000000026,0.6065660368793336
8,2,1,0,0.0,0.0,0.0,0.0
8,3,1,1,0.9499905000949534,1.0526310248258282,0.0,0.0
8,4,1,1,0.12082925144343655,8.275456758088977,0.0,0.0
8,0,2,0,0.0,0.0,0.0,0.0
8,1,2,1,1.6613683507362438,0.601909853680739,0.0,0.0
8,2,2,2,1.371375458286457,1.458379179912696,1.5640250000000824,0.7930060568586716
8,3,2,0,0.0,0.0,0.0,0.0
8,4,2,1,0.8532792264073807,1.1719355747761147,0.0,0.0
8,0,3,0,0.0,0.0,0.0,0.0
8,1,3,0,0.0,0.0,0.0,0.0
8,2,3,0,0.0,0.0,0.0,0.0
8,3,3,0,0.0,0.0,0.0,0.0
8,4,3,0,0.0,0.0,0.0,0.0
8,0,4,0,0.0,0.0,0.0,0.0
8,1,4,0,0.0,0.0,0.0,0.0
8,2,4,0,0.0,0.0,0.0,0.0
8,3,4,0,0.0,0.0,0.0,0.0
8,4,4,0,0.0,0.0,0.0,0.0
10,0,0,0,0.0,0.0,0.0,0.0
10,1,0,1,2.5890666144405885,0.3862380875183433,0.0,0.0
10,2,0,1,1.064367108820988,0.939516635328339,0.0,0.0
10,3,0,3,2.5669207515895445,1.1687109198961765,8.903111111111114,0.874304624995594
10,4,0,0,0.0,0.0,0.0,0.0
10,0,1,0,0.0,0.0,0.0,0.0
10,1,1,2,0.8392177782807593,2.3831432320998682,0.075399999999997,0.5009906552239245
10,2,1,1,1.4008785638265282,0.7138326529474258,0.0,0.0
10,3,1,1,2.0194104187171367,0.4951915860270756,0.0,0.0
10,4,1,1,0.766869114110366,1.303986484440994,0.0,0.0
10,0,2,0,0.0,0.0,0.0,0.0
10,1,2,1,1.6293394074889556,0.6137418993149745,0.0,0.0
10,2,2,1,2.532660994275449,0.3948400728954855,0.0,0.0
10,3,2,0,0.0,0.0,0.0,0.0
10,4,2,2,0.4332491546612609,4.616174819349585,0.0073000000000066215,0.5000217703737765
10,0,3,0,0.0,0.0,0.0,0.0
10,1,3,0,0.0,0.0,0.0,0.0
10,2,3,0,0.0,0.0,0.0,0.0
10,3,3,0,0.0,0.0,0.0,0.0
10,4,3,0,0.0,0.0,0.0,0.0
10,0,4,0,0.0,0.0,0.0,0.0
