frame,obj_id,cx,cy,velocity,dx,dy
8,0,66.85,143.48,0.5481788029466149,-0.3400000000000034,0.4299999999999784
14,0,65.25,145.76,2.785390457368587,-1.5999999999999943,2.280000000000001
16,0,63.6,147.9,2.7022398117117694,-1.6499999999999986,2.140000000000015
18,0,61.48,149.77,2.8268887491374746,-2.1200000000000045,1.8700000000000045
20,0,59.36,150.79,2.35261556570553,-2.1199999999999974,1.0199999999999818
22,0,57.79,150.98,1.581455026233753,-1.5700000000000003,0.18999999999999773
24,0,56.84,151.29,0.9992997548283464,-0.9499999999999957,0.3100000000000023
26,0,56.25,151.67,0.7017834423809104,-0.5900000000000034,0.37999999999999545
28,0,55.55,152.15,0.8487638069569304,-0.7000000000000028,0.4800000000000182
30,0,54.72,152.98,1.1737972567696564,-0.8299999999999983,0.8299999999999841
32,0,54.57,154.4,1.4279005567615852,-0.14999999999999858,1.420000000000016
34,0,54.13,155.66,1.3346160496562205,-0.4399999999999977,1.259999999999991
38,0,52.9,157.99,2.6347295876427372,-1.230000000000004,2.3300000000000125
40,0,51.3,159.67,2.319999999999985,-1.6000000000000014,1.6799999999999784
42,0,49.95,161.37,2.170829334609251,-1.3499999999999943,1.700000000000017
44,0,48.71,162.68,1.803801541190164,-1.240000000000002,1.3100000000000023
46,0,47.44,163.83,1.7133009076049721,-1.2700000000000031,1.1500000000000057
48,0,45.61,164.64,2.0012496096189376,-1.8299999999999983,0.8099999999999739
50,0,43.53,165.23,2.162059203629724,-2.0799999999999983,0.5900000000000034
52,0,41.8,165.6,1.769124077050566,-1.730000000000004,0.37000000000000455
54,0,39.86,166.19,2.027732724004817,-1.9399999999999977,0.5900000000000034
56,0,38.69,167.04,1.4461673485458018,-1.1700000000000017,0.8499999999999943
58,0,37.85,168.38,1.581518257877538,-0.8399999999999963,1.3400000000000034
60,0,37.25,169.71,1.4590750494748497,-0.6000000000000014,1.3300000000000125
62,0,36.35,171.05,1.614187101918488,-0.8999999999999986,1.3400000000000034
64,0,35.46,172.57,1.7613914953808383,-0.8900000000000006,1.5199999999999818
66,0,34.17,173.55,1.6200308639035348,-1.2899999999999991,0.9800000000000182
68,0,32.52,174.29,1.808341781854295,-1.6499999999999986,0.7399999999999807
70,0,31.35,174.84,1.292826361117384,-1.1700000000000017,0.5500000000000114
72,0,30.63,175.06,0.7528612089887505,-0.7200000000000024,0.21999999999999886
74,0,30.08,175.5,0.7043436661176125,-0.5500000000000007,0.4399999999999977
76,0,29.56,176.17,0.8481155581640881,-0.5199999999999996,0.6699999999999875
78,0,28.92,177.55,1.521183749584534,-0.639999999999997,1.3800000000000239
80,0,27.94,179.23,1.9449421585229543,-0.9800000000000004,1.6799999999999784
82,0,26.63,180.45,1.7901117283566417,-1.3100000000000023,1.2199999999999989
84,0,25.42,181.59,1.662437968767565,-1.2099999999999973,1.1400000000000148
90,0,22.24,183.68,3.8053252160623585,-3.1800000000000033,2.0900000000000034
92,0,19.8,185.37,2.9681138792168977,-2.4399999999999977,1.6899999999999977
8,2,194.58,130.84,0.8927485648266422,0.0700000000000216,0.8900000000000148
10,2,195.05,132.52,1.7445056606385725,0.46999999999999886,1.6800000000000068
12,2,194.78,135.03,2.524480144504995,-0.27000000000001023,2.509999999999991
14,2,194.98,136.92,1.9005525512334416,0.19999999999998863,1.8899999999999864
16,2,194.96,138.32,1.4001428498549764,-0.01999999999998181,1.4000000000000057
18,2,194.74,139.19,0.8973850901368974,-0.21999999999999886,0.8700000000000045
20,2,194.45,139.7,0.5866856057549074,-0.29000000000002046,0.5099999999999909
22,2,194.79,140.34,0.7247068372797522,0.3400000000000034,0.6400000000000148
24,2,194.63,141.31,0.9831073186585465,-0.1599999999999966,0.9699999999999989
26,2,194.72,142.8,1.4927156460625808,0.09000000000000341,1.490000000000009
28,2,194.47,144.35,1.5700318468107413,-0.25,1.549999999999983
30,2,194.12,146.12,1.804272706660507,-0.3499999999999943,1.7700000000000102
32,2,193.12,147.85,1.9982242116439197,-1.0,1.7299999999999898
34,2,191.91,149.3,1.8885444130335056,-1.210000000000008,1.450000000000017
36,2,190.71,150.0,1.3892443989449648,-1.1999999999999886,0.6999999999999886
38,2,189.42,150.38,1.3448048185517665,-1.2900000000000205,0.37999999999999545
40,2,188.72,150.76,0.7964923100695829,-0.6999999999999886,0.37999999999999545
42,2,188.23,151.89,1.2316655390161724,-0.4900000000000091,1.1299999999999955
44,2,187.73,153.04,1.2539936203984505,-0.5,1.1500000000000057
68,2,185.78,161.06,8.253659794297322,-1.9499999999999886,8.02000000000001
70,2,184.46,166.43,5.5298553326466,-1.3199999999999932,5.3700000000000045
86,2,180.38,173.79,8.415224298852639,-4.0800000000000125,7.359999999999985
88,2,178.38,179.24,5.805385430787536,-2.0,5.450000000000017
90,2,176.95,183.12,4.135129985865014,-1.4300000000000068,3.8799999999999955
104,2,172.27,189.12,7.609362653994078,-4.679999999999978,6.0
106,2,169.06,193.34,5.302122216622325,-3.210000000000008,4.219999999999999
108,2,166.64,196.9,4.304648650006188,-2.420000000000016,3.5600000000000023
110,2,164.8,200.14,3.7260166397910495,-1.839999999999975,3.2399999999999807
112,2,162.93,201.91,2.5748398008419966,-1.8700000000000045,1.7700000000000102
114,2,160.93,203.47,2.536454217998032,-2.0,1.5600000000000023
116,2,159.14,204.25,1.9525624189766828,-1.7900000000000205,0.7800000000000011
118,2,157.69,205.17,1.7172361514945882,-1.4499999999999886,0.9199999999999875
120,2,156.06,206.64,2.1949487465542292,-1.6299999999999955,1.4699999999999989
122,2,154.59,208.07,2.0508047201037978,-1.4699999999999989,1.4300000000000068
134,2,151.98,212.57,5.20212456598264,-2.6100000000000136,4.5
136,2,149.95,215.41,3.490916785029403,-2.030000000000001,2.8400000000000034
138,2,148.46,217.53,2.5912352266824334,-1.4899999999999807,2.1200000000000045
140,2,146.88,219.82,2.782175407841857,-1.5800000000000125,2.289999999999992
142,2,145.5,221.75,2.372614591542422,-1.3799999999999955,1.9300000000000068
150,2,141.67,226.98,6.482422386731675,-3.8300000000000125,5.22999999999999
152,2,138.79,230.26,4.364951317025195,-2.8799999999999955,3.280000000000001
154,2,136.99,232.22,2.661127580556778,-1.799999999999983,1.960000000000008
156,2,135.23,233.62,2.2489108474993142,-1.7600000000000193,1.4000000000000057
158,2,133.76,235.49,2.3786130412490416,-1.4699999999999989,1.8700000000000045
160,2,132.33,237.54,2.4994799459087225,-1.4299999999999784,2.049999999999983
162,2,130.97,240.2,2.9875073221667625,-1.3600000000000136,2.6599999999999966
164,2,129.65,242.49,2.6431988196123415,-1.3199999999999932,2.2900000000000205
178,2,128.3,247.37,5.063289444619964,-1.3499999999999943,4.8799999999999955
180,2,127.19,250.9,3.700405383197906,-1.1100000000000136,3.530000000000001
188,2,126.84,255.32,4.433835811123354,-0.3499999999999943,4.4199999999999875
190,2,127.97,258.89,3.7445694011461375,1.1299999999999955,3.569999999999993
192,2,128.14,261.73,2.8450834785644123,0.1699999999999875,2.840000000000032
194,2,126.47,262.97,2.08002403832263,-1.6699999999999875,1.240000000000009
