frame,obj_id,cx,cy,velocity,dx,dy
8,0,820.49,244.8,0.12083045973595108,-0.11000000000001364,-0.04999999999998295
10,0,820.33,244.05,0.7668767828015071,-0.15999999999996817,-0.75
12,0,820.3,243.19,0.8605230967266531,-0.030000000000086402,-0.8600000000000136
14,0,820.24,242.39,0.8022468448052704,-0.05999999999994543,-0.8000000000000114
20,0,819.44,238.59,3.883297567789494,-0.7999999999999545,-3.799999999999983
22,0,818.85,235.71,2.939812919217822,-0.5900000000000318,-2.8799999999999955
24,0,818.37,233.4,2.3593431289238174,-0.4800000000000182,-2.3100000000000023
26,0,817.87,231.55,1.9163767896736745,-0.5,-1.8499999999999943
28,0,817.48,230.09,1.5111915828246307,-0.38999999999998636,-1.460000000000008
30,0,817.45,229.43,0.6606814663663525,-0.029999999999972715,-0.6599999999999966
32,0,816.96,229.24,0.5255473337388442,-0.4900000000000091,-0.18999999999999773
34,0,816.69,228.76,0.5507267925205815,-0.2699999999999818,-0.4800000000000182
36,0,816.44,227.8,0.9920181449953225,-0.25,-0.9599999999999795
38,0,815.96,226.54,1.3483323032546786,-0.4800000000000182,-1.2600000000000193
40,0,815.13,224.53,2.1746264046957653,-0.8300000000000409,-2.009999999999991
42,0,814.45,222.79,1.8681541692269308,-0.67999999999995,-1.740000000000009
46,0,812.65,220.43,2.9680970334542933,-1.8000000000000682,-2.359999999999985
48,0,811.96,218.72,1.8439631232755025,-0.6899999999999409,-1.710000000000008
50,0,811.24,217.64,1.2979984591670617,-0.7200000000000273,-1.0800000000000125
52,0,809.98,217.02,1.4042791745233378,-1.259999999999991,-0.6199999999999761
54,0,808.74,217.05,1.2403628501370163,-1.240000000000009,0.030000000000001137
56,0,807.71,216.71,1.0846658471621322,-1.0299999999999727,-0.3400000000000034
68,0,797.05,213.48,11.138604041799935,-10.660000000000082,-3.230000000000018
70,0,789.17,211.38,8.155022991997013,-7.8799999999999955,-2.0999999999999943
72,0,783.82,212.52,5.470109688114038,-5.349999999999909,1.1400000000000148
74,0,779.12,211.73,4.765931178689057,-4.7000000000000455,-0.7900000000000205
76,0,775.29,210.03,4.190334115556929,-3.830000000000041,-1.6999999999999886
78,0,772.16,209.0,3.2951176003293075,-3.1299999999999955,-1.0300000000000011
80,0,769.46,208.22,2.810409222871223,-2.699999999999932,-0.7800000000000011
82,0,767.8,207.79,1.7147886167106072,-1.6600000000000819,-0.4300000000000068
84,0,767.31,205.98,1.8751533270642209,-0.4900000000000091,-1.8100000000000023
86,0,764.19,203.01,4.3075863311139,-3.119999999999891,-2.969999999999999
88,0,760.98,201.9,3.3964981966725967,-3.2100000000000364,-1.1099999999999852
90,0,758.14,201.33,2.8966359798911863,-2.840000000000032,-0.5699999999999932
92,0,754.55,200.03,3.818127813470924,-3.590000000000032,-1.3000000000000114
94,0,750.81,199.0,3.879239616213475,-3.740000000000009,-1.0300000000000011
96,0,747.63,198.65,3.1992030257549575,-3.17999999999995,-0.3499999999999943
98,0,745.49,198.55,2.1423351745233377,-2.1399999999999864,-0.09999999999999432
100,0,744.13,198.49,1.3613228860193447,-1.3600000000000136,-0.060000000000002274
102,0,741.5,197.44,2.8318545160371498,-2.6299999999999955,-1.0500000000000114
104,0,738.77,196.78,2.8086473612755474,-2.730000000000018,-0.6599999999999966
106,0,735.11,196.64,3.662676616901876,-3.659999999999968,-0.14000000000001478
