frame,cell_x,cell_y,density,avg_velocity,congestion,turbulence,flow_conflict,density_n,congestion_n,turbulence_n,flow_conflict_n,risk,risk_level
8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,1,0,1,1.837398290794029,0.5442448502111927,0.0,0.0,0.14285693877580175,0.04561878514925917,0.0,0.0,0.044537962557401056,SAFE
8,2,0,1,0.2507962161175264,3.98714200740306,0.0,0.0,0.14285693877580175,0.3342035749621236,0.0,0.0,0.1455426389919036,SAFE
8,3,0,3,1.2465878098790342,2.4065500325972096,1.8814888888888768,0.8810566036157964,0.4285708163274053,0.20171782763841203,0.004373787855853331,0.8814188267604924,0.37754486720021907,WARNING
8,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,1,1,2,0.6304069251620575,3.1725036561889133,0.1646500000000026,0.6065660368793336,0.2857138775516035,0.2659203162340641,0.0003827522844907936,0.6068154104796705,0.30199528926905894,SAFE
8,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,3,1,1,0.9499905000949534,1.0526310248258282,0.0,0.0,0.14285693877580175,0.088231884131453,0.0,0.0,0.059452547201168895,SAFE
8,4,1,1,0.1208292514434365,8.275456758088977,0.0,0.0,0.14285693877580175,0.6936515498727304,0.0,0.0,0.27134943021061597,SAFE
8,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,1,2,1,1.6613683507362438,0.601909853680739,0.0,0.0,0.14285693877580175,0.05045228500302483,0.0,0.0,0.046229687506219044,SAFE
8,2,2,2,1.371375458286457,1.458379179912696,1.5640250000000824,0.7930060568586716,0.2857138775516035,0.12224183003068098,0.003635798006381631,0.7933320803474004,0.2989875957091855,SAFE
8,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,4,2,1,0.8532792264073807,1.1719355747761149,0.0,0.0,0.14285693877580175,0.09823203136187553,0.0,0.0,0.06295259873181679,SAFE
8,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
8,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,1,0,1,2.5890666144405885,0.3862380875183433,0.0,0.0,0.14285693877580175,0.032374605518311804,0.0,0.0,0.03990249968656948,SAFE
10,2,0,1,1.064367108820988,0.939516635328339,0.0,0.0,0.14285693877580175,0.0787505982180021,0.0,0.0,0.056134097131461086,SAFE
10,3,0,3,2.5669207515895445,1.1687109198961765,8.903111111111114,0.874304624995594,0.4285708163274053,0.09796173971264571,0.02069654489434007,0.8746640722426704,0.34280609920444266,SAFE
10,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,1,1,2,0.8392177782807593,2.383143232099868,0.075399999999997,0.5009906552239245,0.2857138775516035,0.19975586180170185,0.00017527799727059965,0.5011966242954391,0.25239153881423027,SAFE
10,2,1,1,1.4008785638265282,0.7138326529474258,0.0,0.0,0.14285693877580175,0.05983369142528011,0.0,0.0,0.04951317975400839,SAFE
10,3,1,1,2.0194104187171367,0.4951915860270756,0.0,0.0,0.14285693877580175,0.041507124159142796,0.0,0.0,0.04309888121086033,SAFE
10,4,1,1,0.766869114110366,1.303986484440994,0.0,0.0,0.14285693877580175,0.10930058272148648,0.0,0.0,0.06682659170768061,SAFE
10,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
10,1,2,1,1.6293394074889556,0.6137418993149745,0.0,0.0,0.14285693877580175,0.05144405102057183,0.0,0.0,0.04657680561236049,SAFE
10,2,2,1,2.532660994275449,0.3948400728954855,0.0,0.0,0.14285693877580175,0.0330956268061102,0.0,0.0,0.040154857137298924,SAFE
10,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAFE
