frame,obj_id,x1,y1,x2,y2,cx,cy,smooth_cx,smooth_cy,track_age,inf_ms
6,0,44.9,75.9,89.4,210.2,67.19,143.05,67.19,143.05,1,839.7
6,2,168.1,63.9,221.0,196.0,194.51,129.95,194.51,129.95,1,
6,3,324.3,174.1,377.5,315.8,350.91,244.94,350.91,244.94,1,
6,4,671.5,97.0,715.7,219.4,693.59,158.21,693.59,158.21,1,
6,5,250.7,177.1,299.3,310.8,275.02,243.94,275.02,243.94,1,
6,6,750.6,214.8,805.0,374.2,777.82,294.48,777.82,294.48,1,
6,8,177.7,241.4,241.0,388.5,209.35,314.97,209.35,314.97,1,
6,9,437.7,212.2,491.3,362.1,464.5,287.16,464.5,287.16,1,
6,11,427.5,140.5,490.4,249.4,458.96,194.94,458.96,194.94,1,
6,13,383.8,74.8,424.4,203.8,404.12,139.29,404.12,139.29,1,
6,14,262.1,13.6,311.7,126.1,286.92,69.88,286.92,69.88,1,
6,15,401.2,2.9,442.2,121.7,421.71,62.31,421.71,62.31,1,
8,0,45.2,80.3,87.5,207.9,66.33,144.12,66.85,143.48,2,842.89
8,1,42.0,75.0,88.3,213.5,65.13,144.27,65.13,144.27,1,
8,2,169.0,67.1,220.3,197.2,194.68,132.17,194.58,130.84,2,
8,3,324.1,174.4,375.8,315.6,349.92,244.97,350.52,244.95,2,
8,4,671.2,98.9,714.7,219.4,692.96,159.13,693.34,158.58,2,
8,5,247.4,177.2,298.1,312.8,272.78,244.98,274.12,244.36,2,
8,6,750.2,214.9,803.4,375.3,776.8,295.11,777.41,294.73,2,
8,8,186.4,246.0,242.7,386.8,214.56,316.4,211.43,315.54,2,
8,9,433.5,212.6,490.1,363.1,461.81,287.85,463.42,287.43,2,
8,11,425.3,140.6,482.8,242.0,454.08,191.3,457.01,193.49,2,
8,13,382.5,76.3,422.4,202.3,402.42,139.31,403.44,139.3,2,
8,14,266.1,15.7,314.9,129.1,290.46,72.41,288.34,70.89,2,
8,15,402.2,1.0,446.3,126.1,424.25,63.57,422.73,62.81,2,
8,20,752.9,214.2,802.1,359.3,777.53,286.74,777.53,286.74,1,
8,21,612.4,36.8,671.5,162.9,641.92,99.88,641.92,99.88,1,
8,22,232.3,33.2,272.7,146.7,252.51,89.96,252.51,89.96,1,
8,23,431.2,212.4,481.2,359.0,456.22,285.7,456.22,285.7,1,
10,1,40.3,76.1,86.3,215.5,63.26,145.8,64.38,144.88,2,828.54
10,2,169.9,68.7,221.7,201.4,195.76,135.05,195.05,132.52,3,
10,3,322.8,176.9,371.7,315.0,347.26,245.92,349.21,245.34,3,
10,4,668.2,100.4,712.3,219.7,690.27,160.05,692.11,159.17,3,
10,5,245.8,184.0,295.1,316.4,270.47,250.22,272.66,246.7,3,
10,6,750.5,213.3,804.3,376.6,777.39,294.93,777.4,294.81,3,
10,8,195.2,245.9,245.6,382.5,220.42,314.2,215.03,315.0,3,
10,9,429.2,213.6,488.2,364.4,458.67,288.97,461.52,288.05,3,
10,11,420.5,140.9,478.5,243.1,449.52,191.98,454.01,192.88,3,
10,13,378.7,76.6,419.2,202.3,398.93,139.48,401.63,139.37,3,
10,14,268.3,14.5,316.4,127.0,292.38,70.75,289.96,70.83,3,
10,15,404.9,2.8,447.1,125.3,425.98,64.04,424.03,63.3,3,
10,20,753.3,214.1,802.5,359.1,777.85,286.58,777.66,286.68,2,
10,21,615.7,39.0,673.4,163.4,644.56,101.19,642.98,100.4,2,
10,22,232.9,34.3,272.3,146.9,252.61,90.61,252.55,90.22,2,
10,23,433.3,213.5,483.5,360.8,458.39,287.15,457.08,286.28,2,
10,28,199.8,240.0,238.6,338.9,219.22,289.46,219.22,289.46,1,
