frame,obj_id,cx,cy,velocity,dx,dy
8,0,292.56,164.64,1.5044600360262153,0.9700000000000273,1.1499999999999773
10,0,290.92,166.44,2.435077000835907,-1.6399999999999864,1.8000000000000114
12,0,287.3,168.23,4.038378387422358,-3.6200000000000045,1.789999999999992
14,0,283.53,169.22,3.8978199034845504,-3.7700000000000387,0.9900000000000091
16,0,280.55,169.15,2.9808220342717155,-2.9799999999999613,-0.06999999999999318
18,0,279.51,168.2,1.4085808461001004,-1.0400000000000205,-0.950000000000017
20,0,281.67,167.03,2.4565219315121287,2.160000000000025,-1.1699999999999875
22,0,285.68,166.17,4.101182756230202,4.009999999999991,-0.8600000000000136
24,0,290.27,165.64,4.62049780867817,4.589999999999975,-0.5300000000000011
26,0,292.4,165.65,2.1300234740490493,2.1299999999999955,0.010000000000019327
28,0,291.06,165.97,1.377679207943536,-1.339999999999975,0.3199999999999932
30,0,287.57,166.31,3.5065224938676876,-3.490000000000009,0.3400000000000034
32,0,286.12,166.45,1.4567429423202858,-1.4499999999999886,0.13999999999998636
34,0,284.49,165.99,1.6936646657470205,-1.6299999999999955,-0.45999999999997954
36,0,285.61,165.17,1.388092215956867,1.1200000000000045,-0.8200000000000216
38,0,288.45,164.43,2.9348253781102254,2.839999999999975,-0.7399999999999807
40,0,290.73,164.17,2.294776677587635,2.2800000000000296,-0.2600000000000193
42,0,293.11,164.53,2.4070729112347196,2.3799999999999955,0.36000000000001364
44,0,292.35,165.43,1.1779643458101763,-0.7599999999999909,0.9000000000000057
46,0,289.85,166.25,2.631045419600351,-2.5,0.8199999999999932
48,0,287.83,166.8,2.0935376758014574,-2.0200000000000387,0.5500000000000114
50,0,287.13,166.58,0.7337574531137544,-0.6999999999999886,-0.21999999999999886
52,0,290.09,165.7,3.0880414504989924,2.9599999999999795,-0.8800000000000239
54,0,293.29,164.85,3.3109666262287036,3.2000000000000455,-0.8499999999999943
56,0,298.05,164.02,4.83182160266704,4.759999999999991,-0.8299999999999841
58,0,302.01,164.29,3.9691938728159686,3.9599999999999795,0.2699999999999818
60,0,303.04,165.0,1.2509996003197092,1.0300000000000296,0.710000000000008
62,0,301.6,165.75,1.623607095328175,-1.4399999999999977,0.75
64,0,300.41,166.33,1.323820229487376,-1.1899999999999977,0.5800000000000125
66,0,299.94,166.3,0.470956473572692,-0.4700000000000273,-0.030000000000001137
68,0,302.24,165.44,2.455524383914783,2.3000000000000114,-0.8600000000000136
70,0,305.46,164.48,3.3600595232822625,3.2199999999999704,-0.960000000000008
72,0,308.37,163.73,3.0050956723539013,2.910000000000025,-0.75
74,0,310.63,163.44,2.278530228019798,2.259999999999991,-0.28999999999999204
76,0,310.21,163.76,0.528015151297772,-0.4200000000000159,0.3199999999999932
78,0,307.68,164.16,2.5614253844295107,-2.5299999999999727,0.4000000000000057
80,0,305.68,164.72,2.0769207977195476,-2.0,0.5600000000000023
82,0,305.29,165.23,0.6420280367709654,-0.38999999999998636,0.5099999999999909
84,0,306.98,164.93,1.7164206943520526,1.6899999999999977,-0.29999999999998295
86,0,308.1,164.03,1.436802004452952,1.1200000000000045,-0.9000000000000057
88,0,311.07,163.19,3.086502875423872,2.9699999999999704,-0.8400000000000034
90,0,313.14,163.04,2.075427666771351,2.069999999999993,-0.15000000000000568
92,0,312.08,163.53,1.1677756633874563,-1.0600000000000023,0.4900000000000091
94,0,309.04,164.05,3.0841530441921634,-3.0399999999999636,0.5200000000000102
96,0,306.79,164.56,2.3070760715676437,-2.25,0.5099999999999909
98,0,304.63,164.84,2.178072542409942,-2.160000000000025,0.28000000000000114
100,0,306.42,164.49,1.823896926912283,1.7900000000000205,-0.3499999999999943
102,0,310.11,163.62,3.7911739606617885,3.6899999999999977,-0.8700000000000045
104,0,311.91,163.27,1.833712082089235,1.8000000000000114,-0.3499999999999943
106,0,312.94,163.46,1.0473776778220658,1.0299999999999727,0.18999999999999773
108,0,311.89,164.36,1.3829316685939455,-1.0500000000000114,0.9000000000000057
110,0,309.69,165.09,2.3179516819812997,-2.1999999999999886,0.7299999999999898
112,0,309.19,165.67,0.7657675887630538,-0.5,0.5799999999999841
114,0,307.42,166.07,1.8146349495146235,-1.7699999999999818,0.4000000000000057
116,0,309.0,165.72,1.6183015788164905,1.579999999999984,-0.3499999999999943
118,0,311.8,164.7,2.980000000000014,2.8000000000000114,-1.0200000000000102
120,0,314.6,163.78,2.9472699231661905,2.8000000000000114,-0.9199999999999875
122,0,316.29,163.36,1.7414074767267946,1.6899999999999977,-0.4199999999999875
