frame,people_count,fps
0,14,5.787553935292827
1,14,9.214342048317967
2,14,10.599840786464322
3,14,11.586251094592093
4,14,12.032716058237108
5,13,6.0440140642111935
6,13,10.220512158213952
7,13,11.741186350530471
8,14,9.093834896200336
9,14,11.149281622562766
10,14,10.689120517852137
11,16,12.188350710790296
12,16,12.323357445483232
13,15,12.039623968424829
14,15,12.176638457853711
15,15,12.167101312640511
16,14,12.154091349023744
17,15,12.313083097012077
18,14,12.282218721265966
19,13,12.520086207411211
20,16,12.507690747842476
21,16,12.17222125486099
22,16,13.095659450109592
23,15,12.479073628338595
24,15,12.164066691607866
25,15,11.952853202015365
26,15,12.037999896677018
27,15,12.708779754690454
28,15,12.496995158286778
29,15,9.993243017864545
30,16,11.887269017118241
31,16,11.82940270640727
32,15,12.285528497196854
33,14,12.884974456176137
34,14,12.664917339775043
35,14,12.903525908242091
36,14,12.565659349712844
37,14,12.805705667197909
38,14,12.416971591649201
39,14,12.827794598892865
40,15,12.567504239802004
41,15,12.81548746654282
42,15,12.741866788182577
43,15,13.18984260758817
44,15,13.078835275995186
45,15,12.548666688606792
46,15,13.533549088632837
47,16,12.793518908267906
48,16,12.93049668128975
49,15,13.153071336285295
50,15,12.918469238469239
51,14,6.12341122573223
52,15,12.010423169216143
53,15,12.710012121212122
54,15,13.370387725891852
55,14,11.82396702835122
56,12,10.402926696181654
57,12,9.339042338821905
58,13,10.601073173444139
59,13,10.68160726928229
60,13,11.755237483989765
61,13,11.660950601632527
62,14,11.567940868222186
63,12,11.567813251549985
64,14,11.430427697020237
65,13,12.116067791909918
66,13,12.557758809105362
67,15,12.804806491694576
68,13,12.76416311625076
69,13,12.675136291658104
70,15,11.741252085502817
71,15,12.45099372152049
72,13,12.808599523605936
73,15,12.557495628847214
74,12,12.945622449798453
75,15,13.38122234380932
76,15,12.920498792449111
77,14,7.929880285258373
78,17,12.665529247280007
79,15,12.753024595073688
80,15,12.904359597575608
81,15,12.925993725461192
82,15,12.706469711474377
83,16,12.589307368143016
84,18,12.863161704046052
85,16,11.11925155947202
86,14,10.99190997455324
87,16,11.083317038109683
88,16,10.935567218619882
89,14,11.928683361062525
90,14,12.741828079811407
91,13,12.604288873930185
92,13,12.694970504644497
93,14,12.623369900531202
94,14,12.073726722914525
95,15,12.509966386003216
96,13,12.438771515676343
97,14,12.574210646232807
98,13,12.479444922150451
99,13,12.430071836695987
100,14,12.702275280813808
101,14,12.95589938746575
102,15,12.55888684945699
103,14,12.903009868825832
104,14,12.947420735980046
105,16,13.310222487377784
106,15,13.407914379697145
107,15,12.690668465944333
108,13,12.845394797287778
109,14,12.642470679370515
110,14,12.656624179219776
111,13,12.687750885567445
112,15,13.059776685909291
113,14,13.494448501851572
114,14,12.656776950281845
115,13,12.923325312044566
116,13,12.734284439127913
117,13,12.684489391043476
118,14,12.627398324296497
119,14,12.912185646162797
120,15,12.506795641724464
121,15,12.961384425216316
122,16,13.208534223495883
123,16,13.263460139771686
124,16,11.220326740910561
125,16,12.81666228678641
126,15,12.875639667848537
127,15,12.635919683070481
128,15,12.767232536124023
129,15,12.870621881539943
130,15,12.507914544391827
131,15,12.578320912866804
132,15,11.879054276036298
133,16,13.010919197935278
134,16,13.277105458919612
135,16,12.475732977986121
136,16,12.731810524079105
137,15,12.836117248850831
138,15,12.407017709926373
139,15,12.511011218527125
140,15,12.549192320235527
141,15,12.116697818054709
142,15,12.60485705613473
143,15,12.767621175546633
144,14,12.707432127416554
145,14,13.274626223240622
146,16,7.888018565778561
147,15,12.69885252353992
148,15,12.94238679318059
149,16,12.770614491800483
150,17,12.515715125491237
151,16,13.29865913320841
152,15,12.915684614081819
153,14,13.285853207347552
154,15,12.878011636653925
155,15,13.471001226883523
156,15,12.996969452828202
157,14,12.96747545200465
158,15,12.878723397722283
159,14,13.457472783800867
160,13,12.677971429780493
161,14,13.342741076058292
162,14,12.636300369059276
163,15,13.111297280400125
164,13,12.443089008808025
165,13,12.543750411216184
166,15,13.222108385689381
167,15,10.364136854018097
168,14,10.296459590429945
169,15,12.039416615716702
170,15,12.374804905897522
171,15,12.457206330914739
172,14,11.949515957174032
173,14,12.096150795825197
174,14,12.152471460856464
175,15,12.339599771701588
176,15,11.923461135006212
177,15,11.681573472440002
178,15,12.004476309048497
179,15,11.26407975056464
180,15,11.363166934876489
181,15,11.52344634320567
182,15,11.778609640685772
183,15,12.011317426316452
184,15,11.742172452407615
185,15,11.584779024065538
186,15,11.092990288386265
187,15,12.708856770596613
188,15,12.295937123475213
189,16,11.809884218588097
190,16,11.678841222151991
191,16,7.469660488110673
192,16,11.818869370664052
193,16,11.975719090665098
194,16,12.626980160761056
195,16,12.730032991280225
196,16,12.043668774299514
197,16,12.652348086297602
198,14,12.646549436765806
199,17,10.133616815655955
200,18,9.646868330021343
201,17,10.613251685876593
202,16,10.696344277972585
203,15,12.661514683153014
204,16,11.961613816744475
205,16,12.272982376057422
206,17,12.392281533175167
207,16,12.543450305339402
208,16,12.454432078676374
209,17,12.582849085754571
210,16,12.789188826583972
211,16,13.302834814490602
212,16,12.856892376544156
213,16,13.025384304835253
214,16,8.568582506976535
215,16,9.97615315638877
216,15,10.50464209416426
217,17,12.243140368493567
218,16,12.516350050431804
219,16,12.83592083559032
220,15,13.276643158307905
221,16,12.3293708184886
222,16,10.629739825942389
223,16,10.79142717472406
224,16,12.512914754861306
225,16,12.247966850538328
226,16,13.38745806748143
227,16,12.186048944039467
228,15,12.520048834800466
229,16,12.711822592914748
230,15,11.204351054906423
231,15,10.631221690784153
232,14,9.947500735217387
233,15,9.25106642022471
234,15,9.458133766292338
235,16,9.857168372862555
236,16,9.896941467397204
237,17,10.380938473761196
238,17,10.152209167792188
239,17,8.811951787788956
240,17,10.94172921052563
241,18,10.06615243571713
242,18,11.439312490965671
243,15,11.292951974777132
244,16,10.926394160507881
245,15,12.030231150705442
246,17,12.33517239756726
247,17,12.395247946096106
248,16,12.088655241784403
249,15,12.483121923344783
250,15,11.797991617676015
251,15,11.024007149052487
252,15,11.34702777574877
253,16,11.205877716774202
254,15,9.869995646597875
255,17,10.599492555116399
256,17,12.088202320051877
257,16,11.752108445550268
258,16,11.053757319882145
259,16,11.21025046171445
260,16,11.12013595594688
261,16,10.960256922831691
262,16,10.3236782514522
263,14,11.058128743777946
264,15,7.2225304576176335
265,15,8.573311421259618
266,15,10.247054857103768
267,15,10.817756961137304
268,15,10.508695227333655
269,15,11.246109460633425
270,15,10.599680061460548
271,15,11.030182218867767
272,15,7.555616402821712
273,14,6.614911965278172
274,15,4.649782770887862
275,14,11.34006369874495
276,15,11.256371170320115
277,14,10.893786783994514
278,15,7.340399019950998
279,15,10.161801759894562
280,16,11.21300764322015
281,16,8.63752417157649
282,16,8.950636358204369
283,16,9.682946874624854
284,16,11.60230812213352
285,16,11.602243933744205
286,16,10.475964972750479
287,16,11.427220095628602
288,16,12.211949606794406
289,16,12.054676093579353
290,16,12.582094163879347
291,15,11.938427907824028
292,14,11.51297655025514
293,15,8.859153055383647
294,15,8.848033280032402
295,15,10.507852760428802
296,16,9.917323793467903
297,16,7.2484675458440115
298,15,9.638200723846728
299,16,10.244952393979512
300,15,10.585902638964605
301,16,11.055709462041916
302,16,11.497859042188656
303,15,11.42936867806069
304,15,10.35257413376906
305,15,10.547462656540764
306,14,11.808221800552925
307,15,12.09960536336572
308,15,11.922274903071028
309,15,12.00949465853875
310,16,11.46266568281818
311,15,10.944584336862102
312,14,10.338615652722625
313,15,6.720057935069783
314,16,8.085639102817431
315,15,10.506852506406611
316,15,9.816289084441117
317,15,7.252039380180579
318,15,7.990139731585815
319,15,8.044743484498593
320,13,7.902211102235218
321,12,7.317080148843116
322,13,8.650029181936484
323,13,11.433605931741358
324,14,10.873312023808598
325,15,10.633243081540973
326,14,11.004685966762695
327,14,11.540186874745496
328,15,11.209261803079785
329,14,11.528482413054771
330,14,11.556339269970023
331,14,11.809950725045756
332,15,11.76536062115704
333,15,11.940909026206032
334,15,10.465065333303393
335,14,9.861919619659396
336,15,7.100409166549577
337,15,10.238250299021164
338,15,11.15518250194151
339,15,11.36880338057794
340,15,11.545968563327552
341,14,11.146111367996982
342,14,3.0764148355476926
343,14,9.702119784968124
344,15,10.786098924554212
345,13,10.016296197235569
346,13,9.92314262123266
347,14,10.419647337642658
348,13,10.765473926289825
349,13,10.360552720374276
350,15,10.798206093309922
351,13,10.268629822405241
352,13,11.26011833811196
353,13,10.763899154143056
354,14,5.173764967243831
355,15,9.849182699194323
356,14,11.785427478792545
357,14,12.017167775466584
358,14,11.653919784387547
359,15,8.503541871941156
360,15,9.61127788191405
361,15,11.268286130320078
362,15,10.930095716098702
363,15,11.313757330211532
364,15,11.317573347076776
365,14,10.897664472915006
366,14,11.31091988274603
367,14,9.503824819635282
368,14,11.870011008821207
369,13,11.998672632193246
370,14,12.089282420217671
371,13,11.946384728876028
372,14,11.726381887771506
373,15,11.653369341135024
374,14,11.940909026206032
375,14,11.912895044038162
376,13,12.12212575577161
377,15,12.446153663544967
378,14,12.809460111532564
379,14,12.214830303630402
380,15,12.486169161337953
381,15,12.362403803359477
382,14,12.306688379326028
383,14,12.434088395988415
384,16,11.85457854855531
385,15,12.043668774299514
386,15,12.056096740720726
387,16,12.105087866640115
388,15,11.89225726696381
389,16,12.097720809225214
390,15,11.892695624066077
391,16,12.05782969046914
392,15,12.322814357359219
393,15,12.213905487414241
394,15,12.575605573161992
395,16,12.069870101467043
396,16,12.154866230815598
397,14,12.392830761775881
398,15,12.443015180327578
399,16,12.261895573875929
400,15,12.031162870747519
401,17,11.958442150880995
402,16,12.02857511578887
403,16,11.911507943269662
404,15,11.644569315424466
405,15,12.150077634353782
406,16,12.070530069096906
407,15,12.098383826146653
408,15,12.226259776072197
409,15,12.116977850706773
410,16,12.730728488479738
411,15,11.92190213606583
412,15,7.861656863737409
413,13,10.006594235054418
414,14,11.944071397246855
415,14,12.034476822256144
416,13,11.806061356669773
417,14,11.913605635403057
418,13,12.058592346195091
419,14,12.188882011223187
420,14,12.084231998133044
421,14,11.849086240066445
422,14,11.84657620914442
423,14,11.975274591930837
424,14,11.149933674133976
425,14,12.418478920612174
426,14,12.312034919730998
427,14,12.083466095859826
428,14,11.82616737579054
429,14,11.906165550130577
430,15,12.148106955836694
431,15,11.959703794949002
432,14,11.816571864848951
433,15,12.000080109177365
434,16,11.79321475366508
435,16,12.00646939774487
436,16,12.079290155544868
437,13,11.994314980940317
438,13,12.125209588455
439,13,12.05800301284484
440,14,12.064627660339477
441,14,11.967142673723554
442,14,12.144694971348821
443,14,12.058973710237597
444,13,11.74457265902606
445,12,11.706417409312541
446,13,11.978831505984697
447,15,11.70086564507715
448,12,11.971343924284026
449,14,12.267167378836136
450,15,12.252081300718013
451,13,12.166289579634979
452,15,11.816238967097794
453,14,12.064592957365656
454,15,12.21347869639155
455,14,11.467711463325942
456,14,11.848182506412357
457,15,12.119708847555284
458,14,11.486554803655494
459,14,12.16417252499942
460,14,12.022127825453879
461,14,12.045432745464623
462,13,12.08485871766872
463,13,12.192815074506248
464,13,12.074143802590255
465,13,12.075569042258548
466,13,11.877641408449108
467,13,12.145609335862279
468,13,12.40481605588565
469,13,12.160575222521818
470,13,12.045467338299742
471,13,12.338619669170102
472,13,11.873135933873067
473,12,12.093325798378446
474,11,12.015136714553762
475,10,11.792418985711796
476,12,11.870548513175807
477,12,11.59518754423213
478,12,12.055473000744431
479,13,12.201576140869408
480,16,12.17879521710599
481,14,12.111624468674922
482,17,11.556148229783716
483,13,11.244089506545173
484,16,7.86323389081883
485,16,11.015148013530265
486,17,10.955189886642637
487,15,10.975457473839013
488,15,10.968511617568222
489,13,11.10382675685335
490,13,10.9676511734327
491,14,11.249638583946423
492,16,11.945227951060582
493,17,12.29564875806532
494,14,12.523824595558157
495,14,12.356394574657381
496,12,11.548066651248334
497,12,12.135804683838039
498,13,11.970216469983875
499,11,12.026988510097752
500,13,11.92183436275109
501,14,12.082387034700497
502,13,12.111589494809488
503,13,11.967245108165327
504,14,11.729300431776997
505,16,12.069488047929143
506,10,10.550938422102538
507,13,11.81374283171284
508,14,12.284089245025509
509,10,11.82176749954199
510,9,12.068758740152044
511,11,11.460191426518284
512,12,11.336018032529905
513,8,11.459972240133771
514,11,11.340370306281363
515,12,11.538885205492265
516,13,11.333414396230035
517,13,11.68202897178301
518,12,12.161527242572118
519,10,12.50575151316378
520,12,12.424990372367212
521,14,12.110680245198957
522,14,11.953602635643891
523,12,12.144941132866565
524,11,12.495059238494148
525,10,12.146664542940298
526,14,11.614581141103887
527,14,9.688046270118447
528,16,9.41116917560633
529,10,11.092784922945908
530,9,12.275101553445793
531,10,12.135453556465986
532,11,12.006641246722316
533,12,12.190369898885972
534,11,12.135488668288858
535,10,12.241175114333162
536,11,12.096883418030375
537,10,11.966903666845463
538,11,12.073344425190413
539,7,12.119358650959452
540,11,11.99668213098718
541,11,12.505900663712856
542,10,12.403825566471287
543,11,12.47695767542033
544,10,12.225725212200354
545,9,12.171903339920892
546,10,12.12047935130949
547,8,12.022644732806485
548,9,11.91221836916112
549,11,11.991983051186674
550,8,11.95990841096445
551,10,8.414052093530838
552,10,11.042989236893654
553,9,11.937136774759082
554,11,12.164560596524911
555,8,12.083605343597219
556,8,12.497181336034801
557,7,12.077168492219803
558,7,11.861719457013574
559,6,12.307518955844033
560,5,12.279378053885992
561,4,12.057587047513914
562,4,12.066328350651892
563,6,11.901469557543718
564,4,12.020336224042369
565,4,11.777782769852859
566,4,11.984342051876954
567,3,12.15356307717272
568,4,11.984547511829383
569,5,12.073518193881927
570,3,12.092419288807394
571,3,12.006366290719642
572,3,11.841759929530543
573,4,12.107498946371766
574,4,11.890942389526296
575,4,11.950026639163275
576,2,12.260139312324435
577,1,12.243354798031397
578,3,11.836413098691711
579,4,11.909918249476814
580,1,12.090885505249382
581,3,12.004476309048497
582,1,11.222338165492072
583,1,12.155676440157775
584,1,11.923122187509772
585,1,11.970489772737002
586,1,12.021989990999925
587,1,12.022644732806485
588,1,11.900524050424602
589,1,12.093744233253368
590,1,12.081969385344832
591,1,11.919191804373463
592,1,12.117818026331376
593,1,12.11799307758536
594,1,11.745296201397348
595,1,11.915433259660347
596,1,11.774674774152617
597,2,11.797759319526211
598,2,12.235497289949183
599,1,12.012555848321686
600,2,11.763380787309707
601,1,11.922546020989436
602,2,12.22134355104241
603,1,12.20399030501945
604,1,12.119953997214404
605,1,12.152189785251544
606,1,11.98252746153956
607,1,12.011661406814707
608,1,12.191220283511072
609,1,12.11617279171746
610,1,12.14103888961255
611,1,11.926885585267923
612,0,12.07410904485002
613,0,12.388218754061175
614,0,12.305171963609373
615,0,12.186650860616204
616,0,11.909241912722997
617,0,12.321004409272103
618,0,12.182863317251416
619,0,11.9830752044889
620,0,12.399571929451136
621,0,12.467352113262173
622,0,11.766515832026505
623,0,12.198098583971452
624,0,12.28934414701608
625,14,8.083348429893501
626,15,11.035870557621013
627,15,12.175578036779541
628,16,11.814707878999569
629,15,12.058939039782414
630,15,12.319737761929659
