frame,people_count,fps
0,14,5.299364602456433
1,13,9.587046311174705
2,12,9.686032709352325
3,12,10.569630014162378
4,11,9.53873094495728
5,13,11.099977240609105
6,12,11.428901526195466
7,14,12.496920688740774
8,12,12.392318146900667
9,13,12.42892998639851
10,10,8.320760518730273
11,12,8.429101403140688
12,14,8.03152633896942
13,13,7.558557454569046
14,13,7.294543228427526
15,12,6.987443837118064
16,13,7.537191745989531
17,14,6.989283542046809
18,14,7.957351384372545
19,14,7.376091869125186
20,15,6.538805951534653
21,16,7.416143884688559
22,14,7.778090148095674
23,12,8.108429332833278
24,14,7.840128304101657
25,13,8.153985229020174
26,14,7.576703596054041
27,12,7.517792073014445
28,13,5.797890295941909
29,11,6.8656322586031076
30,14,7.979590167209191
31,14,8.201194307680877
32,11,7.236087413329376
33,13,8.107927756911247
34,14,10.020962697675085
35,12,8.81953024791303
36,10,7.793018749082612
37,10,7.698668707748954
38,10,9.60911998387141
39,12,8.788005263202004
40,10,8.775630872750021
41,14,10.26546316057408
42,14,10.117190741294637
43,11,9.770009131058643
44,10,9.986438095238094
45,9,9.990196311945923
46,11,10.70360512327138
47,11,8.822981000622654
48,11,10.303744355952107
49,9,9.515381404381205
50,11,10.085686048664597
51,10,8.495154224280931
52,10,8.993280186628128
53,12,6.382547721075185
54,11,8.332182460378318
55,11,10.420242723873644
56,12,9.305373385987487
57,12,9.9411349232308
58,11,11.703444927479616
59,9,12.454173211512595
60,10,11.948869155976423
61,10,11.694666960359793
62,9,12.285024720575485
63,13,11.705306635038024
64,12,12.130399574281022
65,12,12.014413960229843
66,13,12.158354421940269
67,13,12.393416659279614
68,14,12.096988085589938
69,13,11.475461146587433
70,12,12.266091132147755
71,13,6.547952391062708
72,14,9.265678605433084
73,14,11.372687463564757
74,12,11.308480206201688
75,12,11.836646921537806
76,11,12.026954023318098
77,13,12.176284963639267
78,12,12.441834043777606
79,13,12.269105098885799
80,12,11.671464030899033
81,12,12.4392879809717
82,10,12.290064346745742
83,11,12.353555881503997
