frame,obj_id,x1,y1,x2,y2,cx,cy,smooth_cx,smooth_cy,track_age,inf_ms
6,0,917.8,230.5,960.2,385.1,939.0,307.83,939.0,307.83,1,1414.82
6,1,361.7,27.6,398.7,134.0,380.19,80.83,380.19,80.83,1,
6,2,345.9,281.7,405.4,438.3,375.7,360.01,375.7,360.01,1,
6,3,239.4,101.7,279.3,223.4,259.35,162.55,259.35,162.55,1,
6,4,298.1,111.3,337.4,236.9,317.75,174.09,317.75,174.09,1,
6,7,740.9,70.4,779.9,184.9,760.38,127.67,760.38,127.67,1,
6,8,692.3,152.3,738.7,280.4,715.48,216.35,715.48,216.35,1,
6,9,793.8,167.6,848.0,320.1,820.89,243.86,820.89,243.86,1,
6,10,501.0,1.1,536.6,82.4,518.8,41.76,518.8,41.76,1,
6,11,490.5,155.8,529.9,240.9,510.2,198.34,510.2,198.34,1,
8,0,918.1,233.8,960.0,387.1,939.02,310.44,939.01,308.88,2,1418.15
8,1,356.4,25.6,391.1,130.5,373.74,78.06,377.61,79.72,2,
8,2,348.1,283.6,406.3,439.0,377.18,361.33,376.29,360.54,2,
8,3,237.9,100.9,278.8,225.0,258.36,162.96,258.96,162.71,2,
8,4,298.8,109.7,337.7,235.2,318.27,172.46,317.96,173.44,2,
8,7,739.6,67.4,778.1,183.0,758.85,125.22,759.77,126.69,2,
8,8,689.5,149.3,740.9,287.6,715.22,218.42,715.38,217.18,2,
8,9,792.5,166.8,847.3,319.9,819.87,243.36,820.48,243.66,2,
8,10,494.2,1.7,530.0,83.3,512.1,42.52,516.12,42.06,2,
8,11,493.3,152.7,533.4,238.5,513.35,195.64,511.46,197.26,2,
10,0,917.9,234.9,959.8,388.0,938.88,311.44,938.96,309.9,3,1421.6
10,1,354.4,23.6,388.0,128.6,371.2,76.1,375.05,78.27,3,
10,2,349.0,286.2,407.7,441.2,378.38,363.68,377.13,361.79,3,
10,3,239.3,100.5,280.8,225.6,260.04,163.04,259.39,162.84,3,
10,4,299.0,108.8,338.1,236.6,318.55,172.7,318.2,173.14,3,
10,5,540.6,218.3,587.8,359.5,564.2,288.94,564.2,288.94,1,
10,6,491.5,220.2,549.2,361.8,520.33,291.04,520.33,291.04,1,
10,7,738.0,65.1,777.1,182.7,757.54,123.9,758.88,125.58,3,
10,8,690.2,149.8,742.9,289.7,716.53,219.75,715.84,218.21,3,
10,9,792.4,166.5,847.7,319.1,820.08,242.76,820.32,243.3,3,
10,11,497.5,153.3,537.2,239.1,517.34,196.2,513.81,196.83,3,
10,15,564.1,-2.5,609.7,107.8,586.92,52.67,586.92,52.67,1,
12,0,917.8,233.5,959.7,385.9,938.76,309.69,938.88,309.82,4,1454.91
12,1,350.7,21.8,384.9,131.0,367.78,76.4,372.14,77.52,4,
12,2,355.1,287.8,411.2,440.2,383.14,364.02,379.53,362.69,4,
12,3,239.1,100.0,280.8,223.9,259.97,161.96,259.62,162.49,4,
12,4,297.3,105.8,338.7,238.2,317.99,172.02,318.12,172.7,4,
12,5,538.3,216.2,585.3,357.9,561.81,287.01,563.24,288.17,2,
12,6,489.5,219.5,547.8,361.3,518.62,290.44,519.65,290.8,2,
12,7,736.8,62.8,776.3,181.7,756.54,122.24,757.94,124.24,4,
12,8,694.1,151.2,744.8,288.0,719.45,219.63,717.28,218.78,4,
12,9,791.9,164.6,848.1,318.7,820.02,241.67,820.2,242.65,4,
12,11,499.9,153.2,540.6,240.0,520.29,196.56,516.4,196.72,4,
12,15,558.8,-3.0,607.5,107.8,583.17,52.41,585.42,52.57,2,
12,16,469.9,137.7,513.0,237.4,491.45,187.56,491.45,187.56,1,
12,17,618.5,70.2,674.1,196.1,646.26,133.11,646.26,133.11,1,
14,0,917.4,234.7,959.5,386.5,938.44,310.6,938.7,310.13,5,1443.47
14,1,349.1,19.3,382.4,130.5,365.76,74.9,369.59,76.47,5,
14,2,362.4,289.3,416.5,439.4,389.45,364.31,383.5,363.33,5,
14,3,239.0,100.0,280.8,223.0,259.86,161.48,259.72,162.08,5,
14,4,298.2,103.5,340.2,235.7,319.22,169.56,318.56,171.44,5,
14,5,538.0,215.9,584.4,358.0,561.22,286.98,562.43,287.69,3,
14,6,486.9,218.6,546.8,361.4,516.82,290.0,518.52,290.48,3,
14,7,735.2,61.4,775.5,180.4,755.36,120.88,756.91,122.9,5,
14,8,698.0,149.0,747.4,286.3,722.71,217.62,719.45,218.31,5,
14,9,791.0,162.3,846.3,315.9,818.66,239.11,819.58,241.23,5,
14,11,501.2,152.8,543.9,241.2,522.55,196.99,518.86,196.83,5,
14,15,558.6,-2.6,608.7,108.6,583.63,52.99,584.7,52.74,3,
14,16,463.3,137.7,508.2,253.1,485.74,195.35,489.16,190.68,2,
14,17,626.3,76.9,674.5,195.5,650.4,136.17,647.92,134.33,2,
16,0,914.5,234.5,958.7,387.5,936.63,311.03,937.87,310.49,6,1418.38
16,1,347.3,18.1,380.2,130.4,363.72,74.23,367.24,75.57,6,
16,2,377.4,286.3,422.4,419.1,399.9,352.7,390.06,359.08,6,
16,3,238.5,98.9,280.9,223.1,259.72,161.03,259.72,161.66,6,
16,4,298.7,102.4,341.5,233.4,320.09,167.86,319.17,170.01,6,
16,5,538.1,216.5,582.9,357.5,560.48,287.01,561.65,287.42,4,
16,6,487.0,221.5,546.5,362.0,516.73,291.76,517.8,290.99,4,
16,7,734.4,59.9,775.6,178.5,755.02,119.21,756.15,121.42,6,
16,8,701.2,149.8,750.6,287.4,725.89,218.59,722.03,218.43,6,
16,9,791.1,160.8,846.2,313.3,818.66,237.03,819.21,239.55,6,
16,10,478.6,-2.4,524.1,83.3,501.37,40.46,510.22,41.42,3,
16,11,503.4,152.0,547.8,243.8,525.59,197.86,521.56,197.24,6,
16,15,556.9,-2.9,608.1,106.7,582.53,51.89,583.83,52.4,4,
16,16,460.5,133.7,505.3,251.1,482.88,192.39,486.65,191.36,3,
16,17,623.1,73.4,673.8,196.6,648.43,134.99,648.12,134.6,3,
18,0,912.1,234.0,958.4,388.8,935.24,311.37,936.82,310.85,7,1418.69
18,1,342.4,16.5,376.9,130.8,359.64,73.67,364.2,74.81,7,
18,2,385.4,294.7,427.7,429.0,406.54,361.83,396.65,360.18,7,
18,3,236.7,98.1,280.4,223.7,258.57,160.9,259.26,161.36,7,
18,4,297.4,99.8,341.3,230.3,319.35,165.01,319.24,168.01,7,
18,5,537.6,216.8,581.6,358.0,559.62,287.36,560.84,287.4,5,
18,6,485.7,218.2,545.9,361.0,515.8,289.63,517.0,290.45,5,
18,7,732.8,59.1,774.6,175.7,753.69,117.39,755.17,119.81,7,
18,8,702.9,150.1,753.5,289.2,728.21,219.65,724.5,218.92,7,
18,9,791.2,159.3,845.7,310.2,818.46,234.77,818.91,237.64,7,
18,10,472.5,-2.2,519.2,82.2,495.83,40.04,504.47,40.87,4,
18,11,506.9,147.8,553.2,243.3,530.06,195.54,524.96,196.56,7,
18,15,555.5,-2.2,605.0,104.6,580.25,51.24,582.4,51.93,5,
18,16,448.8,134.3,499.3,265.9,474.04,200.09,481.6,194.85,4,
18,17,624.9,75.6,674.6,196.9,649.76,136.28,648.78,135.27,4,
20,0,911.2,232.3,958.8,389.6,935.01,310.94,936.09,310.88,8,1422.88
20,1,336.9,15.2,374.1,131.6,355.51,73.39,360.72,74.25,8,
20,2,391.7,296.5,431.0,431.2,411.35,363.85,402.53,361.65,8,
20,3,235.0,97.0,278.5,221.7,256.75,159.38,258.26,160.57,8,
20,4,297.7,99.3,341.9,229.8,319.76,164.51,319.45,166.61,8,
20,5,536.9,215.6,580.6,357.7,558.77,286.64,560.01,287.09,6,
20,6,482.5,216.0,544.1,361.2,513.33,288.57,515.53,289.7,6,
20,7,731.7,59.0,773.9,174.1,752.79,116.59,754.22,118.52,8,
20,8,703.1,151.1,753.6,289.9,728.35,220.48,726.04,219.54,8,
20,9,791.1,158.0,845.1,307.6,818.11,232.78,818.59,235.69,8,
20,10,464.8,-1.7,512.4,82.5,488.61,40.39,498.12,40.68,5,
20,11,508.4,148.3,555.1,241.4,531.75,194.86,527.68,195.88,8,
20,15,551.9,-1.7,599.0,101.8,575.47,50.03,579.63,51.17,6,
20,16,440.9,136.2,496.1,274.7,468.5,205.46,476.36,199.1,5,
20,17,626.6,76.6,676.2,197.7,651.39,137.13,649.82,136.01,5,
22,0,908.0,234.8,956.9,392.0,932.45,313.4,934.64,311.89,9,1508.9
22,1,334.0,15.3,374.2,136.3,354.11,75.77,358.08,74.86,9,
22,2,399.1,293.4,442.9,436.0,420.99,364.7,409.92,362.87,9,
22,3,233.2,95.0,276.3,219.1,254.78,157.07,256.87,159.17,9,
22,4,298.5,99.3,342.3,229.2,320.4,164.23,319.83,165.66,9,
22,5,535.2,216.4,579.6,359.3,557.38,287.85,558.96,287.4,7,
22,6,480.4,215.4,542.4,361.9,511.42,288.68,513.89,289.29,7,
22,7,731.1,59.1,773.0,173.1,752.05,116.11,753.35,117.56,9,
22,8,703.3,154.2,754.0,291.6,728.66,222.9,727.09,220.89,9,
22,9,791.3,157.0,845.0,305.1,818.17,231.07,818.42,233.85,9,
22,10,460.7,8.6,505.2,85.1,482.97,46.86,492.06,43.15,6,
22,11,510.9,149.2,556.3,240.3,533.6,194.75,530.05,195.43,9,
22,15,548.8,-0.7,592.0,99.5,570.41,49.39,575.94,50.46,7,
22,16,441.1,135.3,495.1,275.4,468.11,205.35,473.06,201.6,6,
24,0,908.1,237.7,956.5,395.7,932.32,316.68,933.71,313.8,10,1471.94
24,1,334.2,13.9,374.5,135.2,354.33,74.55,356.58,74.73,10,
24,2,400.0,291.7,445.8,438.5,422.91,365.07,415.11,363.75,10,
24,3,231.2,94.1,275.1,218.0,253.19,156.05,255.39,157.92,10,
24,4,299.6,99.1,342.0,227.5,320.8,163.32,320.22,164.72,10,
24,5,534.1,216.0,578.3,358.4,556.16,287.22,557.84,287.33,8,
24,6,479.7,215.8,541.2,363.5,510.47,289.62,512.52,289.42,8,
24,7,730.6,59.1,772.2,172.2,751.4,115.67,752.57,116.8,10,
24,8,706.5,154.8,757.3,292.8,731.85,223.8,728.99,222.05,10,
24,9,791.4,156.2,844.9,302.6,818.17,229.43,818.32,232.08,10,
24,10,455.7,4.9,494.4,80.5,475.07,42.71,485.27,42.97,7,
24,11,512.7,145.5,559.2,238.6,535.96,192.05,532.41,194.08,10,
24,15,545.3,-0.1,585.3,97.0,565.27,48.45,571.67,49.66,8,
24,16,440.4,135.8,493.0,277.3,466.68,206.54,470.51,203.57,7,
26,0,907.5,238.7,955.3,397.0,931.44,317.88,932.8,315.44,11,1482.88
26,1,333.6,13.5,374.9,135.8,354.25,74.66,355.64,74.7,11,
26,2,402.3,289.3,452.2,439.0,427.26,364.15,419.97,363.91,11,
26,3,229.5,93.9,274.7,218.2,252.09,156.02,254.07,157.16,11,
26,4,299.1,98.7,341.0,225.4,320.02,162.06,320.14,163.66,11,
26,6,478.6,215.0,540.1,362.8,509.33,288.94,511.25,289.23,9,
26,7,730.6,59.1,771.8,172.2,751.2,115.66,752.02,116.35,11,
26,8,706.0,159.6,755.6,296.2,730.82,227.9,729.72,224.39,11,
26,9,791.1,155.5,844.1,300.9,817.58,228.23,818.02,230.54,11,
26,10,451.7,2.7,487.0,77.4,469.31,40.01,478.88,41.79,8,
