frame,obj_id,x1,y1,x2,y2,cx,cy,smooth_cx,smooth_cy,track_age,inf_ms
8,0,346.8,575.6,408.0,719.4,377.38,647.51,377.38,647.51,1,1056.64
8,1,266.9,569.4,318.2,718.7,292.57,644.01,292.57,644.01,1,
8,2,423.3,350.3,466.4,478.5,444.84,414.4,444.84,414.4,1,
8,3,467.0,449.3,516.5,583.8,491.77,516.53,491.77,516.53,1,
8,4,208.4,474.5,251.5,615.3,229.95,544.91,229.95,544.91,1,
8,5,509.6,491.7,561.5,627.9,535.57,559.8,535.57,559.8,1,
8,6,205.9,325.6,250.0,443.0,227.99,384.3,227.99,384.3,1,
8,7,566.3,458.8,605.0,573.1,585.66,515.94,585.66,515.94,1,
8,8,246.0,343.5,283.0,455.3,264.54,399.4,264.54,399.4,1,
8,9,157.3,454.7,208.6,582.8,182.95,518.75,182.95,518.75,1,
8,10,348.6,542.0,403.3,608.0,375.94,575.0,375.94,575.0,1,
8,12,124.1,483.0,173.3,615.1,148.71,549.07,148.71,549.07,1,
10,0,346.7,575.5,407.7,719.4,377.2,647.42,377.27,647.46,2,831.88
10,1,267.2,568.9,318.3,718.7,292.75,643.8,292.68,643.89,2,
10,2,421.6,349.7,464.6,478.0,443.08,413.82,443.78,414.05,2,
10,3,466.7,450.2,515.1,584.1,490.91,517.13,491.26,516.89,2,
10,4,207.3,473.8,250.6,615.8,228.95,544.8,229.35,544.85,2,
10,5,509.9,488.9,563.5,628.6,536.7,558.77,536.25,559.18,2,
10,6,204.9,326.3,247.8,442.1,226.35,384.2,227.0,384.24,2,
10,7,566.1,457.6,605.0,572.7,585.53,515.13,585.58,515.46,2,
10,8,245.2,344.0,282.0,456.3,263.57,400.14,263.96,399.84,2,
10,9,157.4,455.1,208.9,583.0,183.16,519.05,183.07,518.93,2,
10,10,349.2,542.0,404.2,608.3,376.71,575.17,376.4,575.1,2,
10,12,128.0,482.6,174.2,613.4,151.07,547.97,150.13,548.41,2,
12,0,346.3,575.5,406.9,719.4,376.63,647.46,376.88,647.46,3,788.48
12,1,267.6,569.0,318.3,718.7,292.96,643.88,292.85,643.88,3,
12,2,420.2,348.0,463.5,477.4,441.86,412.69,442.63,413.23,3,
12,3,465.6,451.1,512.9,584.5,489.25,517.79,490.05,517.43,3,
12,4,207.3,473.7,250.3,615.7,228.77,544.65,229.0,544.73,3,
12,5,509.3,487.7,563.9,629.2,536.62,558.43,536.47,558.73,3,
12,6,203.7,326.5,246.5,442.4,225.11,384.42,225.87,384.35,3,
12,7,565.7,459.3,602.3,571.7,584.02,515.48,584.65,515.47,3,
12,8,243.0,343.6,281.3,459.5,262.15,401.52,262.87,400.85,3,
12,9,158.2,456.3,209.1,582.8,183.66,519.59,183.42,519.33,3,
12,10,349.4,537.7,405.4,607.1,377.38,572.42,376.99,573.49,3,
12,12,130.2,484.3,173.9,613.4,152.03,548.84,151.27,548.67,3,
14,0,346.2,575.2,406.3,719.2,376.27,647.22,376.52,647.32,4,781.64
